project_id,work_name,category,mp_name,state,district,agency_name,sanction_date,expected_completion,actual_completion,estimated_cost,sanctioned_amount,released_amount,expenditure,progress_percentage,latitude,longitude,status,is_cost_anomaly,is_exp_anomaly,is_progress_anomaly,is_delay,is_duplicate
MPLAD-2024-00113,Construction of Health in District_12,Health,MP_20,Uttar Pradesh,District_12,Agency_24,2023-01-27,2023-09-03,,3344919.33,3346889.04,2696679.26,1370316.44,43.99,35.03143,84.388862,In Progress,False,False,False,False,False
MPLAD-2024-00114,Construction of Community Hall in District_9,Community Hall,MP_29,Maharashtra,District_9,Agency_22,2023-04-21,2024-02-26,,3786603.3,3946587.05,3368882.94,1915690.25,49.28,25.594736,80.299789,In Progress,False,False,False,False,False
MPLAD-2024-00115,Construction of Health in District_16,Health,MP_34,Gujarat,District_16,Agency_22,2023-01-29,2023-07-29,,3945776.94,4117168.48,3963944.99,2786168.61,62.44,36.560395,92.328045,In Progress,False,False,False,False,False
MPLAD-2024-00116,Construction of Education in District_10,Education,MP_21,Tamil Nadu,District_10,Agency_4,2023-07-14,2024-05-25,,1498650.72,3627996.44,3391988.67,2487946.1,69.83,19.571078,69.588088,In Progress,True,False,False,False,False
MPLAD-2024-00117,Construction of Community Hall in District_3,Community Hall,MP_26,Tamil Nadu,District_3,Agency_28,2023-02-09,2023-10-27,,2340788.97,2411680.57,1211425.76,787517.15,31.99,23.584472,94.675813,In Progress,False,False,False,False,False
MPLAD-2024-00118,Construction of Community Hall in District_10,Community Hall,MP_8,Karnataka,District_10,Agency_13,2023-11-13,2024-09-05,,2385383.98,4405692.57,3827448.17,2692602.42,57.75,21.120746,72.084854,In Progress,True,False,False,False,False
MPLAD-2024-00119,Construction of Roads in District_4,Roads,MP_16,Karnataka,District_4,Agency_14,2023-06-08,2024-02-29,,1705547.95,1705269.56,1209825.19,1102974.22,62.9,24.837062,86.335664,In Progress,False,False,False,False,False
MPLAD-2024-00120,Construction of Roads in District_4,Roads,MP_34,Gujarat,District_4,Agency_17,2023-11-27,2024-07-01,,1052377.83,1069588.14,630006.65,587469.63,51.07,20.0241,70.47514,In Progress,False,False,False,False,False
MPLAD-2024-00121,Construction of Education in District_5,Education,MP_49,Uttar Pradesh,District_5,Agency_25,2023-09-10,2024-07-04,,4987497.01,4988591.77,3979362.28,2109795.86,44.41,14.087262,94.043574,In Progress,False,False,False,False,False
MPLAD-2024-00122,Construction of Water Supply in District_11,Water Supply,MP_41,Gujarat,District_11,Agency_11,2023-06-05,2024-02-10,,1820558.56,1764246.45,914364.54,1178457.5,67.66,9.905551,90.490301,In Progress,False,True,False,False,False
MPLAD-2024-00123,Construction of Roads in District_15,Roads,MP_29,Tamil Nadu,District_15,Agency_2,2023-02-16,2024-01-19,,2813155.34,5694924.29,4102517.38,2791120.53,13.13,12.501967,73.275916,In Progress,True,False,True,False,False
MPLAD-2024-00124,Construction of Sanitation in District_2,Sanitation,MP_29,Gujarat,District_2,Agency_26,2023-09-14,2024-04-19,,4447142.48,4645536.39,3189879.2,1983578.86,43.93,19.853291,68.736204,In Progress,False,False,False,False,False
MPLAD-2024-00125,Construction of Health in District_17,Health,MP_42,Maharashtra,District_17,Agency_6,2023-09-26,2024-08-04,,1624610.39,3600091.51,2986139.0,1529480.08,40.12,14.701169,87.48489,In Progress,True,False,False,False,False
MPLAD-2024-00126,Construction of Health in District_14,Health,MP_22,Karnataka,District_14,Agency_22,2023-02-03,2023-10-25,2024-03-31,1078842.15,1036131.72,932475.07,541157.34,53.82,14.907301,70.8838,Delayed,False,False,False,True,False
MPLAD-2024-00127,Construction of Community Hall in District_5,Community Hall,MP_22,Gujarat,District_5,Agency_3,2023-12-02,2024-11-24,,1972688.76,2016535.11,1871038.54,1634537.29,79.39,27.374469,73.944545,In Progress,False,False,False,False,False
MPLAD-2024-00128,Construction of Community Hall in District_10,Community Hall,MP_36,Maharashtra,District_10,Agency_13,2023-12-26,2024-12-15,,2172590.92,2258698.48,1144032.95,616037.54,25.68,8.769434,73.261628,In Progress,False,False,False,False,False
MPLAD-2024-00129,Construction of Community Hall in District_17,Community Hall,MP_24,Karnataka,District_17,Agency_1,2023-09-06,2024-04-22,,3332166.24,3305983.6,3128570.82,2715128.94,79.53,15.52328,79.01108,In Progress,False,False,False,False,False
MPLAD-2024-00130,Construction of Roads in District_4,Roads,MP_33,Tamil Nadu,District_4,Agency_25,2023-12-05,2024-08-27,,3361179.77,3283221.79,2666220.54,1824322.06,56.14,20.647669,76.539507,In Progress,False,False,False,False,False
MPLAD-2024-00131,Construction of Sanitation in District_5,Sanitation,MP_11,Karnataka,District_5,Agency_6,2023-03-26,2024-03-24,,4793813.23,4920180.92,2804781.55,2498529.1,50.65,33.942015,91.195802,In Progress,False,False,False,False,False
MPLAD-2024-00132,Construction of Community Hall in District_15,Community Hall,MP_40,Uttar Pradesh,District_15,Agency_10,2023-05-03,2024-01-17,,2700854.02,2571879.95,1631442.93,1213361.86,48.44,15.478743,72.041326,In Progress,False,False,False,False,False
MPLAD-2024-00133,Construction of Education in District_19,Education,MP_29,Tamil Nadu,District_19,Agency_15,2023-08-03,2024-03-11,,4339720.95,4549937.98,3470897.85,2003595.49,42.03,8.53333,94.514665,In Progress,False,False,False,False,False
MPLAD-2024-00134,Construction of Education in District_2,Education,MP_42,Tamil Nadu,District_2,Agency_16,2023-09-22,2024-04-20,,1471004.33,1482259.94,944240.51,707595.05,49.18,32.062512,73.986217,In Progress,False,False,False,False,False
MPLAD-2024-00135,Construction of Health in District_17,Health,MP_10,Karnataka,District_17,Agency_27,2023-08-19,2024-05-14,,1043983.31,1006074.78,955780.42,853751.37,86.51,25.414989,87.286064,In Progress,False,False,False,False,False
MPLAD-2024-00136,Construction of Water Supply in District_12,Water Supply,MP_16,Gujarat,District_12,Agency_13,2023-02-20,2024-02-17,,1701485.11,1771996.69,1257028.34,845241.36,12.2,9.362013,72.822218,In Progress,False,False,True,False,False
MPLAD-2024-00137,Construction of Water Supply in District_12,Education,MP_31,Maharashtra,District_10,Agency_23,2023-11-12,2024-05-11,,3952134.47,3787250.89,3035769.63,1853055.33,47.85,9.362113,72.822318,In Progress,False,False,False,False,True
MPLAD-2024-00138,Construction of Education in District_18,Education,MP_47,Uttar Pradesh,District_18,Agency_20,2023-06-04,2024-01-01,2024-06-16,3876183.62,3797544.27,2974245.49,2124273.58,57.77,35.168062,89.244591,Delayed,False,False,False,True,False
MPLAD-2024-00139,Construction of Sanitation in District_3,Sanitation,MP_8,Karnataka,District_3,Agency_27,2023-09-21,2024-08-13,,1859761.51,1772572.76,1118727.43,858942.22,5.59,22.394621,85.308443,In Progress,False,False,True,False,False
MPLAD-2024-00140,Construction of Water Supply in District_12,Water Supply,MP_16,Maharashtra,District_12,Agency_19,2023-07-04,2024-01-17,,2336975.56,2400287.08,1328076.75,708943.31,9.41,22.369248,87.963669,In Progress,False,False,True,False,False
MPLAD-2024-00141,Construction of Sanitation in District_1,Sanitation,MP_25,Gujarat,District_1,Agency_28,2023-05-10,2023-11-10,,2739309.35,2669841.03,2428357.0,2087748.71,81.24,15.892209,85.116689,In Progress,False,False,False,False,False
MPLAD-2024-00142,Construction of Education in District_19,Education,MP_48,Maharashtra,District_19,Agency_25,2023-11-26,2024-07-07,2024-06-16,2443895.59,2344082.51,2247170.61,2594869.59,100.0,20.934167,73.368855,Completed,False,True,False,False,False
MPLAD-2024-00143,Construction of Community Hall in District_6,Community Hall,MP_9,Karnataka,District_6,Agency_3,2023-04-14,2023-10-22,,3167603.79,3285738.25,2845818.79,2455806.48,22.25,28.07602,92.626674,In Progress,False,False,True,False,False
MPLAD-2024-00144,Construction of Health in District_17,Health,MP_26,Tamil Nadu,District_17,Agency_27,2023-04-08,2023-12-17,,1998672.04,1996558.43,1219108.0,1151387.29,62.79,9.143378,88.46168,In Progress,False,False,False,False,False
MPLAD-2024-00145,Construction of Community Hall in District_9,Community Hall,MP_8,Tamil Nadu,District_9,Agency_26,2023-07-17,2024-04-08,,4700993.27,4550831.95,3567727.63,3253659.62,64.83,28.225188,76.623121,In Progress,False,False,False,False,False
MPLAD-2024-00146,Construction of Water Supply in District_17,Water Supply,MP_18,Tamil Nadu,District_17,Agency_26,2023-04-03,2024-02-16,,4697584.78,11608005.61,11284528.15,8050341.73,74.37,32.491933,77.253914,In Progress,True,False,False,False,False
MPLAD-2024-00147,Construction of Health in District_10,Health,MP_29,Tamil Nadu,District_10,Agency_20,2023-08-17,2024-02-23,,4315661.9,4115850.05,3285003.73,1982512.81,44.51,10.231643,88.192375,In Progress,False,False,False,False,False
MPLAD-2024-00148,Construction of Sanitation in District_9,Sanitation,MP_41,Karnataka,District_9,Agency_26,2023-07-06,2024-05-12,,2359499.86,2412533.57,1285103.97,1575686.71,65.83,30.930972,77.243823,In Progress,False,True,False,False,False
MPLAD-2024-00149,Construction of Roads in District_15,Roads,MP_3,Uttar Pradesh,District_15,Agency_5,2023-07-16,2024-06-05,2024-09-12,3503565.51,8359429.34,6753847.07,4084941.23,44.22,33.232867,68.616813,Delayed,True,False,False,True,False
MPLAD-2024-00150,Construction of Health in District_15,Health,MP_49,Tamil Nadu,District_15,Agency_3,2023-11-29,2024-08-06,,4498806.69,4511824.95,4374367.01,3759560.47,91.63,18.170643,90.24846,In Progress,False,False,False,False,False
MPLAD-2024-00151,Construction of Community Hall in District_16,Community Hall,MP_34,Uttar Pradesh,District_16,Agency_13,2023-12-27,2024-10-16,,2607723.65,2602475.77,2117771.77,1891497.81,79.72,30.279929,80.115237,In Progress,False,False,False,False,False
MPLAD-2024-00152,Construction of Community Hall in District_7,Community Hall,MP_8,Karnataka,District_7,Agency_5,2023-08-16,2024-03-05,,2685428.01,2749229.03,1702841.04,936074.46,33.06,16.329931,76.592935,In Progress,False,False,False,False,False
MPLAD-2024-00153,Construction of Health in District_3,Health,MP_36,Tamil Nadu,District_3,Agency_18,2023-12-30,2024-12-23,,1934431.0,1845852.09,939422.37,887261.01,47.37,19.145473,87.709771,In Progress,False,False,False,False,False
MPLAD-2024-00154,Construction of Sanitation in District_4,Sanitation,MP_13,Uttar Pradesh,District_4,Agency_26,2023-10-11,2024-09-01,,1873015.55,1957293.98,1748201.17,944439.37,10.87,33.494431,95.397229,In Progress,False,False,True,False,False
MPLAD-2024-00155,Construction of Sanitation in District_3,Sanitation,MP_5,Uttar Pradesh,District_3,Agency_10,2023-07-30,2024-05-09,,2869606.04,2902150.65,1693454.16,1602051.47,52.24,35.339221,86.839753,In Progress,False,False,False,False,False
MPLAD-2024-00156,Construction of Health in District_15,Health,MP_30,Maharashtra,District_15,Agency_22,2023-10-10,2024-09-17,,3430947.18,3435300.54,2113860.33,1224850.19,33.66,13.40671,90.60795,In Progress,False,False,False,False,False
MPLAD-2024-00157,Construction of Education in District_17,Education,MP_4,Karnataka,District_17,Agency_27,2023-06-15,2024-06-10,2024-05-11,2400501.04,2294361.13,2258916.26,2027837.37,95.94,36.852327,73.042962,Completed,False,False,False,False,False
MPLAD-2024-00158,Construction of Health in District_9,Health,MP_13,Maharashtra,District_9,Agency_21,2023-11-11,2024-09-22,2025-01-03,2584968.08,2651721.9,2248687.51,1280072.46,51.32,14.508777,74.490711,Delayed,False,False,False,True,False
MPLAD-2024-00159,Construction of Health in District_9,Sanitation,MP_43,Uttar Pradesh,District_6,Agency_20,2023-10-16,2024-04-23,,3147897.69,3177154.23,2510088.79,1358382.43,45.98,14.508877,74.490811,In Progress,False,False,False,False,True
MPLAD-2024-00160,Construction of Roads in District_9,Roads,MP_42,Gujarat,District_9,Agency_7,2023-09-12,2024-08-17,,4554992.32,4762541.23,4434229.77,3832426.01,82.97,23.974864,70.522616,In Progress,False,False,False,False,False
MPLAD-2024-00161,Construction of Health in District_8,Health,MP_44,Karnataka,District_8,Agency_13,2023-08-14,2024-05-26,,2633812.85,2600281.39,1637857.16,2275586.4,21.77,10.35034,74.385313,In Progress,False,True,True,False,False
MPLAD-2024-00162,Construction of Sanitation in District_11,Sanitation,MP_46,Uttar Pradesh,District_11,Agency_11,2023-03-08,2023-12-07,,3733035.05,3574803.22,3308850.22,2391689.67,66.64,25.179826,91.915748,In Progress,False,False,False,False,False
MPLAD-2024-00163,Construction of Education in District_4,Education,MP_18,Karnataka,District_4,Agency_15,2023-07-16,2024-06-17,2024-05-18,2391236.83,2433804.71,1905342.91,2299389.37,100.0,31.125355,87.095103,Completed,False,True,False,False,False
MPLAD-2024-00164,Construction of Education in District_19,Education,MP_47,Tamil Nadu,District_19,Agency_11,2023-08-28,2024-06-30,,4402326.92,4564021.83,3898502.96,3417646.0,77.84,27.724082,85.93973,In Progress,False,False,False,False,False
MPLAD-2024-00165,Construction of Roads in District_17,Roads,MP_30,Karnataka,District_17,Agency_8,2023-09-11,2024-08-08,,4010866.56,3873937.62,3643188.0,3250924.44,9.13,31.948686,71.737226,In Progress,False,False,True,False,False
MPLAD-2024-00166,Construction of Water Supply in District_18,Water Supply,MP_1,Tamil Nadu,District_18,Agency_28,2023-07-07,2024-04-15,,2340475.42,2397467.93,1391442.31,1207890.42,53.73,22.716564,68.18519,In Progress,False,False,False,False,False
MPLAD-2024-00167,Construction of Sanitation in District_7,Sanitation,MP_24,Gujarat,District_7,Agency_18,2023-10-09,2024-06-16,,2148152.53,2173270.22,2152826.46,1688496.42,73.96,26.386165,83.659576,In Progress,False,False,False,False,False
MPLAD-2024-00168,Construction of Sanitation in District_5,Sanitation,MP_7,Maharashtra,District_5,Agency_13,2023-07-07,2024-02-08,,4119381.58,3957481.91,3484618.03,2591057.29,71.54,17.914293,86.346035,In Progress,False,False,False,False,False
MPLAD-2024-00169,Construction of Sanitation in District_2,Sanitation,MP_3,Maharashtra,District_2,Agency_5,2023-03-18,2024-02-16,,4728112.42,4540174.55,4397677.74,3560133.75,71.64,16.727943,88.536991,In Progress,False,False,False,False,False
MPLAD-2024-00170,Construction of Sanitation in District_6,Sanitation,MP_26,Tamil Nadu,District_6,Agency_20,2023-09-18,2024-07-30,,1269402.41,1279833.14,861252.87,671270.81,47.68,33.274567,96.23118,In Progress,False,False,False,False,False
MPLAD-2024-00171,Construction of Water Supply in District_12,Water Supply,MP_22,Maharashtra,District_12,Agency_22,2023-12-19,2024-11-24,2025-05-24,4875511.42,4997229.46,2823650.12,2375306.55,43.01,8.641583,77.384696,Delayed,False,False,False,True,False
MPLAD-2024-00172,Construction of Community Hall in District_19,Community Hall,MP_15,Gujarat,District_19,Agency_24,2023-11-14,2024-08-17,,2954572.76,6708083.91,5645843.32,3955795.23,56.3,36.916611,80.359258,In Progress,True,False,False,False,False
MPLAD-2024-00173,Construction of Roads in District_4,Roads,MP_13,Gujarat,District_4,Agency_1,2023-04-15,2024-01-25,,2805548.1,2711176.14,2433022.41,1975996.19,68.81,10.38905,87.73448,In Progress,False,False,False,False,False
MPLAD-2024-00174,Construction of Water Supply in District_5,Water Supply,MP_34,Maharashtra,District_5,Agency_7,2023-07-12,2024-03-28,,3618044.86,3536009.14,3449135.69,1959026.47,54.65,35.364862,80.172092,In Progress,False,False,False,False,False
MPLAD-2024-00175,Construction of Sanitation in District_18,Sanitation,MP_23,Tamil Nadu,District_18,Agency_22,2023-12-21,2024-08-24,,3554103.79,3517707.78,2241158.36,2112941.56,58.98,33.928877,74.668684,In Progress,False,False,False,False,False
MPLAD-2024-00176,Construction of Education in District_18,Education,MP_20,Tamil Nadu,District_18,Agency_8,2023-12-27,2024-08-16,,1852418.82,1765565.21,1458062.74,970831.91,58.99,21.723087,96.077609,In Progress,False,False,False,False,False
MPLAD-2024-00177,Construction of Water Supply in District_18,Water Supply,MP_47,Tamil Nadu,District_18,Agency_9,2023-07-22,2024-04-15,,1742102.06,1806319.98,1604551.2,1358918.2,80.42,30.069696,86.160389,In Progress,False,False,False,False,False
MPLAD-2024-00178,Construction of Health in District_10,Health,MP_46,Maharashtra,District_10,Agency_3,2023-09-03,2024-04-24,,1524979.51,1453690.71,1396159.34,1085503.61,79.1,21.964148,71.401937,In Progress,False,False,False,False,False
MPLAD-2024-00179,Construction of Sanitation in District_5,Sanitation,MP_7,Tamil Nadu,District_5,Agency_20,2023-09-29,2024-05-23,,1500743.17,1528591.75,1093176.9,645232.5,10.45,9.862059,84.877171,In Progress,False,False,True,False,False
MPLAD-2024-00180,Construction of Water Supply in District_16,Water Supply,MP_7,Tamil Nadu,District_16,Agency_22,2023-03-22,2023-12-31,,2075973.62,2137746.1,1400610.58,1795706.11,75.8,10.10096,79.382313,In Progress,False,True,False,False,False
MPLAD-2024-00181,Construction of Water Supply in District_7,Water Supply,MP_49,Karnataka,District_7,Agency_10,2023-02-15,2024-01-27,,2919755.34,2948958.89,1904529.92,1547891.17,56.27,30.615679,69.148946,In Progress,False,False,False,False,False
MPLAD-2024-00182,Construction of Community Hall in District_6,Community Hall,MP_27,Maharashtra,District_6,Agency_29,2023-07-23,2024-05-24,,2922027.79,2806587.29,1742953.88,1645345.27,8.37,22.467756,85.926516,In Progress,False,False,True,False,False
MPLAD-2024-00183,Construction of Health in District_1,Health,MP_20,Maharashtra,District_1,Agency_19,2023-08-21,2024-07-30,,3809859.88,3832585.19,1935016.4,1251776.79,32.78,10.548128,78.168181,In Progress,False,False,False,False,False
MPLAD-2024-00184,Construction of Health in District_1,Education,MP_18,Gujarat,District_15,Agency_7,2023-11-28,2024-07-30,,1132812.44,1085073.28,757882.06,424203.33,39.62,10.548228,78.168281,In Progress,False,False,False,False,True
MPLAD-2024-00185,Construction of Health in District_19,Health,MP_44,Tamil Nadu,District_19,Agency_25,2023-07-27,2024-05-11,,1800600.98,1740727.86,961376.01,756019.95,45.22,8.915998,95.150155,In Progress,False,False,False,False,False
